txn_id,branch_id,city,amount,status,date
TXN493014,BRBA05,Bangalore,1561.79,FAILED,2024-04-01
TXN867648,BRBA05,Bangalore,784.91,FAILED,2024-04-01
TXN671341,BRBA05,Bangalore,4664.7,FAILED,2024-04-01
TXN658401,BRBA05,Bangalore,708.89,FAILED,2024-04-01
TXN927882,BRBA05,Bangalore,1171.72,FAILED,2024-04-01
TXN806212,BRBA05,Bangalore,3747.49,FAILED,2024-04-01
TXN598828,BRBA05,Bangalore,231.54,FAILED,2024-04-01
TXN633805,BRBA05,Bangalore,4285.39,FAILED,2024-04-01
TXN911369,BRBA05,Bangalore,2017.82,FAILED,2024-04-01
TXN712753,BRBA05,Bangalore,4185.38,FAILED,2024-04-01
