txn_id,branch_id,city,amount,status,date
TXN602201,BRMU03,Mumbai,3547.64,SUCCESS,2024-04-01
TXN424781,BRMU03,Mumbai,2440.43,SUCCESS,2024-04-01
TXN500151,BRMU03,Mumbai,3227.37,FAILED,2024-04-01
TXN347285,BRMU03,Mumbai,1524.08,SUCCESS,2024-04-01
TXN766983,BRMU03,Mumbai,2932.99,SUCCESS,2024-04-01
TXN514676,BRMU03,Mumbai,2464.9,FAILED,2024-04-01
TXN625338,BRMU03,Mumbai,4274.03,FAILED,2024-04-01
TXN813252,BRMU03,Mumbai,1087.36,FAILED,2024-04-01
TXN933361,BRMU03,Mumbai,225.13,FAILED,2024-04-01
TXN586676,BRMU03,Mumbai,2523.55,SUCCESS,2024-04-01
TXN757558,BRMU03,Mumbai,657.47,SUCCESS,2024-04-01
TXN200967,BRMU03,Mumbai,1715.34,SUCCESS,2024-04-01
TXN303161,BRMU03,Mumbai,597.72,FAILED,2024-04-01
TXN255083,BRMU03,Mumbai,4867.51,SUCCESS,2024-04-01
TXN303796,BRMU03,Mumbai,4855.52,SUCCESS,2024-04-01
TXN832375,BRMU03,Mumbai,3827.73,FAILED,2024-04-01
TXN622046,BRMU03,Mumbai,3387.23,FAILED,2024-04-01
TXN345391,BRMU03,Mumbai,2747.39,FAILED,2024-04-01
TXN880694,BRMU03,Mumbai,2944.2,FAILED,2024-04-01
TXN403415,BRMU03,Mumbai,1517.43,SUCCESS,2024-04-01
TXN681357,BRMU03,Mumbai,4153.97,SUCCESS,2024-04-02
TXN135739,BRMU03,Mumbai,2973.43,SUCCESS,2024-04-02
TXN584569,BRMU03,Mumbai,1869.77,SUCCESS,2024-04-02
TXN831301,BRMU03,Mumbai,4965.76,FAILED,2024-04-02
TXN105208,BRMU03,Mumbai,3326.44,FAILED,2024-04-02
TXN148551,BRMU03,Mumbai,2415.99,FAILED,2024-04-02
TXN991688,BRMU03,Mumbai,2330.27,FAILED,2024-04-02
TXN862088,BRMU03,Mumbai,629.97,SUCCESS,2024-04-02
TXN347205,BRMU03,Mumbai,482.35,FAILED,2024-04-02
TXN703884,BRMU03,Mumbai,4775.52,FAILED,2024-04-02
TXN883026,BRMU03,Mumbai,3682.49,FAILED,2024-04-02
TXN680585,BRMU03,Mumbai,910.52,FAILED,2024-04-02
TXN312504,BRMU03,Mumbai,640.19,SUCCESS,2024-04-02
TXN720433,BRMU03,Mumbai,539.76,FAILED,2024-04-02
TXN494741,BRMU03,Mumbai,1787.26,SUCCESS,2024-04-02
TXN494793,BRMU03,Mumbai,3259.24,FAILED,2024-04-02
TXN387740,BRMU03,Mumbai,1937.4,SUCCESS,2024-04-02
TXN101089,BRMU03,Mumbai,4903.87,SUCCESS,2024-04-02
TXN280224,BRMU03,Mumbai,3863.48,SUCCESS,2024-04-02
TXN528982,BRMU03,Mumbai,1407.64,FAILED,2024-04-02
TXN293490,BRMU03,Mumbai,1418.66,SUCCESS,2024-04-03
TXN770324,BRMU03,Mumbai,141.13,SUCCESS,2024-04-03
TXN237689,BRMU03,Mumbai,616.19,SUCCESS,2024-04-03
TXN790931,BRMU03,Mumbai,959.19,FAILED,2024-04-03
TXN693654,BRMU03,Mumbai,709.7,FAILED,2024-04-03
TXN376399,BRMU03,Mumbai,3376.71,SUCCESS,2024-04-03
TXN587707,BRMU03,Mumbai,4229.58,FAILED,2024-04-03
TXN902381,BRMU03,Mumbai,945.71,FAILED,2024-04-03
TXN395715,BRMU03,Mumbai,2314.73,SUCCESS,2024-04-03
TXN644800,BRMU03,Mumbai,4318.95,SUCCESS,2024-04-03
TXN460070,BRMU03,Mumbai,2297.17,FAILED,2024-04-03
TXN107916,BRMU03,Mumbai,2840.32,FAILED,2024-04-03
TXN838432,BRMU03,Mumbai,4739.0,FAILED,2024-04-03
TXN626063,BRMU03,Mumbai,1568.63,SUCCESS,2024-04-03
TXN245660,BRMU03,Mumbai,4099.67,FAILED,2024-04-03
TXN747257,BRMU03,Mumbai,3044.54,FAILED,2024-04-03
TXN477289,BRMU03,Mumbai,1514.91,SUCCESS,2024-04-03
TXN424821,BRMU03,Mumbai,4720.36,SUCCESS,2024-04-03
TXN501271,BRMU03,Mumbai,1218.6,SUCCESS,2024-04-03
TXN597126,BRMU03,Mumbai,2175.98,SUCCESS,2024-04-03
TXN605243,BRMU03,Mumbai,131.01,FAILED,2024-04-04
TXN379369,BRMU03,Mumbai,4759.89,SUCCESS,2024-04-04
TXN890544,BRMU03,Mumbai,1322.2,FAILED,2024-04-04
TXN967751,BRMU03,Mumbai,2923.86,FAILED,2024-04-04
TXN104693,BRMU03,Mumbai,1535.88,FAILED,2024-04-04
TXN262556,BRMU03,Mumbai,2413.63,FAILED,2024-04-04
TXN937405,BRMU03,Mumbai,3567.61,SUCCESS,2024-04-04
TXN174877,BRMU03,Mumbai,3947.89,FAILED,2024-04-04
TXN913365,BRMU03,Mumbai,4048.99,SUCCESS,2024-04-04
TXN111671,BRMU03,Mumbai,4762.28,FAILED,2024-04-04
TXN526140,BRMU03,Mumbai,843.73,FAILED,2024-04-04
TXN686297,BRMU03,Mumbai,2581.36,SUCCESS,2024-04-04
TXN701830,BRMU03,Mumbai,1345.56,FAILED,2024-04-04
TXN519465,BRMU03,Mumbai,3079.47,FAILED,2024-04-04
TXN589897,BRMU03,Mumbai,1355.03,FAILED,2024-04-04
TXN957340,BRMU03,Mumbai,430.64,FAILED,2024-04-04
TXN873440,BRMU03,Mumbai,3539.6,SUCCESS,2024-04-04
TXN239040,BRMU03,Mumbai,4438.21,SUCCESS,2024-04-04
TXN410270,BRMU03,Mumbai,4840.96,SUCCESS,2024-04-04
TXN615983,BRMU03,Mumbai,1701.01,SUCCESS,2024-04-04
TXN911796,BRMU03,Mumbai,1679.55,SUCCESS,2024-04-05
TXN114035,BRMU03,Mumbai,2773.15,SUCCESS,2024-04-05
TXN856105,BRMU03,Mumbai,1396.65,SUCCESS,2024-04-05
TXN206910,BRMU03,Mumbai,188.88,SUCCESS,2024-04-05
TXN837450,BRMU03,Mumbai,4596.09,FAILED,2024-04-05
TXN959315,BRMU03,Mumbai,788.65,FAILED,2024-04-05
TXN661781,BRMU03,Mumbai,256.35,FAILED,2024-04-05
TXN930353,BRMU03,Mumbai,3128.05,FAILED,2024-04-05
TXN896147,BRMU03,Mumbai,2149.87,SUCCESS,2024-04-05
TXN385416,BRMU03,Mumbai,521.41,FAILED,2024-04-05
TXN646498,BRMU03,Mumbai,756.62,FAILED,2024-04-05
TXN322306,BRMU03,Mumbai,568.26,FAILED,2024-04-05
TXN527465,BRMU03,Mumbai,2335.67,SUCCESS,2024-04-05
TXN485616,BRMU03,Mumbai,841.96,FAILED,2024-04-05
TXN585558,BRMU03,Mumbai,1999.11,SUCCESS,2024-04-05
TXN607362,BRMU03,Mumbai,1402.93,FAILED,2024-04-05
TXN478493,BRMU03,Mumbai,325.0,FAILED,2024-04-05
TXN213015,BRMU03,Mumbai,1061.09,SUCCESS,2024-04-05
TXN904764,BRMU03,Mumbai,2978.42,FAILED,2024-04-05
TXN320687,BRMU03,Mumbai,1618.35,FAILED,2024-04-05
TXN951818,BRMU03,Mumbai,2603.12,FAILED,2024-04-06
TXN774353,BRMU03,Mumbai,3651.04,SUCCESS,2024-04-06
TXN264277,BRMU03,Mumbai,4448.1,FAILED,2024-04-06
TXN106142,BRMU03,Mumbai,4624.79,SUCCESS,2024-04-06
TXN635330,BRMU03,Mumbai,1157.47,SUCCESS,2024-04-06
TXN734889,BRMU03,Mumbai,4826.09,FAILED,2024-04-06
TXN200972,BRMU03,Mumbai,2081.15,SUCCESS,2024-04-06
TXN305671,BRMU03,Mumbai,1307.76,FAILED,2024-04-06
TXN865970,BRMU03,Mumbai,988.92,SUCCESS,2024-04-06
TXN965345,BRMU03,Mumbai,730.15,SUCCESS,2024-04-06
TXN266308,BRMU03,Mumbai,2908.76,SUCCESS,2024-04-06
TXN396617,BRMU03,Mumbai,4926.54,SUCCESS,2024-04-06
TXN761032,BRMU03,Mumbai,2060.38,SUCCESS,2024-04-06
TXN422493,BRMU03,Mumbai,2274.69,FAILED,2024-04-06
TXN385250,BRMU03,Mumbai,2281.78,SUCCESS,2024-04-06
TXN966250,BRMU03,Mumbai,402.39,FAILED,2024-04-06
TXN736807,BRMU03,Mumbai,1757.64,SUCCESS,2024-04-06
TXN613390,BRMU03,Mumbai,1867.1,SUCCESS,2024-04-06
TXN201325,BRMU03,Mumbai,1573.29,SUCCESS,2024-04-06
TXN142834,BRMU03,Mumbai,3588.06,SUCCESS,2024-04-06
TXN592427,BRMU03,Mumbai,2222.64,FAILED,2024-04-07
TXN214055,BRMU03,Mumbai,962.28,SUCCESS,2024-04-07
TXN268267,BRMU03,Mumbai,2400.53,FAILED,2024-04-07
TXN674499,BRMU03,Mumbai,2806.84,SUCCESS,2024-04-07
TXN619796,BRMU03,Mumbai,4831.87,SUCCESS,2024-04-07
TXN727238,BRMU03,Mumbai,3721.2,SUCCESS,2024-04-07
TXN468747,BRMU03,Mumbai,1646.54,SUCCESS,2024-04-07
TXN671845,BRMU03,Mumbai,4337.0,FAILED,2024-04-07
TXN647987,BRMU03,Mumbai,3540.33,SUCCESS,2024-04-07
TXN505771,BRMU03,Mumbai,3105.07,FAILED,2024-04-07
TXN671941,BRMU03,Mumbai,4523.68,SUCCESS,2024-04-07
TXN311469,BRMU03,Mumbai,2283.33,FAILED,2024-04-07
TXN784445,BRMU03,Mumbai,934.55,FAILED,2024-04-07
TXN650005,BRMU03,Mumbai,1144.65,SUCCESS,2024-04-07
TXN831394,BRMU03,Mumbai,3451.94,SUCCESS,2024-04-07
TXN445942,BRMU03,Mumbai,1475.99,SUCCESS,2024-04-07
TXN120665,BRMU03,Mumbai,287.46,SUCCESS,2024-04-07
