txn_id,branch_id,city,amount,status,date
TXN687687,BRMU04,Mumbai,426.35,SUCCESS,2024-04-01
TXN231949,BRMU04,Mumbai,3161.42,FAILED,2024-04-01
TXN178845,BRMU04,Mumbai,2109.07,FAILED,2024-04-01
TXN351052,BRMU04,Mumbai,1802.92,SUCCESS,2024-04-01
TXN251324,BRMU04,Mumbai,2114.58,SUCCESS,2024-04-01
TXN334879,BRMU04,Mumbai,113.47,FAILED,2024-04-01
TXN218461,BRMU04,Mumbai,4672.88,SUCCESS,2024-04-01
TXN419645,BRMU04,Mumbai,4779.78,SUCCESS,2024-04-01
TXN744709,BRMU04,Mumbai,2024.14,SUCCESS,2024-04-01
TXN255457,BRMU04,Mumbai,1268.03,FAILED,2024-04-01
TXN118535,BRMU04,Mumbai,4707.84,SUCCESS,2024-04-01
TXN889075,BRMU04,Mumbai,1942.85,FAILED,2024-04-01
TXN653117,BRMU04,Mumbai,2611.69,SUCCESS,2024-04-01
TXN959434,BRMU04,Mumbai,1776.21,FAILED,2024-04-01
TXN625830,BRMU04,Mumbai,2147.42,FAILED,2024-04-01
TXN728047,BRMU04,Mumbai,2435.69,SUCCESS,2024-04-01
TXN245162,BRMU04,Mumbai,408.38,FAILED,2024-04-01
TXN818013,BRMU04,Mumbai,1788.91,SUCCESS,2024-04-01
TXN387384,BRMU04,Mumbai,3056.38,FAILED,2024-04-01
TXN691601,BRMU04,Mumbai,1398.66,FAILED,2024-04-01
TXN817239,BRMU04,Mumbai,4366.4,SUCCESS,2024-04-02
TXN329971,BRMU04,Mumbai,828.25,FAILED,2024-04-02
TXN236927,BRMU04,Mumbai,820.31,SUCCESS,2024-04-02
TXN299570,BRMU04,Mumbai,3570.31,SUCCESS,2024-04-02
TXN270031,BRMU04,Mumbai,4889.87,FAILED,2024-04-02
TXN499970,BRMU04,Mumbai,1893.61,FAILED,2024-04-02
TXN155502,BRMU04,Mumbai,1673.31,SUCCESS,2024-04-02
TXN102979,BRMU04,Mumbai,3030.07,FAILED,2024-04-02
TXN408175,BRMU04,Mumbai,425.84,FAILED,2024-04-02
TXN209207,BRMU04,Mumbai,2188.41,SUCCESS,2024-04-02
TXN134094,BRMU04,Mumbai,167.79,FAILED,2024-04-02
TXN991194,BRMU04,Mumbai,4570.15,FAILED,2024-04-02
TXN391498,BRMU04,Mumbai,138.79,SUCCESS,2024-04-02
TXN727942,BRMU04,Mumbai,912.16,SUCCESS,2024-04-02
TXN305824,BRMU04,Mumbai,3515.07,SUCCESS,2024-04-02
TXN124832,BRMU04,Mumbai,1946.31,FAILED,2024-04-02
TXN204932,BRMU04,Mumbai,3513.33,SUCCESS,2024-04-02
TXN434681,BRMU04,Mumbai,2469.68,SUCCESS,2024-04-02
TXN614062,BRMU04,Mumbai,2671.69,SUCCESS,2024-04-02
TXN863392,BRMU04,Mumbai,4603.04,SUCCESS,2024-04-02
TXN120153,BRMU04,Mumbai,3943.24,SUCCESS,2024-04-03
TXN356069,BRMU04,Mumbai,3708.84,SUCCESS,2024-04-03
TXN466510,BRMU04,Mumbai,813.15,FAILED,2024-04-03
TXN644458,BRMU04,Mumbai,645.32,FAILED,2024-04-03
TXN656823,BRMU04,Mumbai,1777.1,SUCCESS,2024-04-03
TXN143744,BRMU04,Mumbai,2833.81,SUCCESS,2024-04-03
TXN980021,BRMU04,Mumbai,1462.97,SUCCESS,2024-04-03
TXN814655,BRMU04,Mumbai,3560.88,SUCCESS,2024-04-03
TXN461917,BRMU04,Mumbai,1520.12,SUCCESS,2024-04-03
TXN975616,BRMU04,Mumbai,4406.5,SUCCESS,2024-04-03
TXN484093,BRMU04,Mumbai,256.77,FAILED,2024-04-03
TXN826377,BRMU04,Mumbai,1491.58,SUCCESS,2024-04-03
TXN626891,BRMU04,Mumbai,1237.19,FAILED,2024-04-03
TXN777590,BRMU04,Mumbai,739.38,SUCCESS,2024-04-03
TXN616598,BRMU04,Mumbai,647.45,FAILED,2024-04-03
TXN929932,BRMU04,Mumbai,3183.52,SUCCESS,2024-04-03
TXN681646,BRMU04,Mumbai,1861.69,FAILED,2024-04-03
TXN788056,BRMU04,Mumbai,2021.82,SUCCESS,2024-04-03
TXN405839,BRMU04,Mumbai,3920.22,FAILED,2024-04-03
TXN723472,BRMU04,Mumbai,1539.7,FAILED,2024-04-03
TXN708173,BRMU04,Mumbai,3517.73,SUCCESS,2024-04-04
TXN774368,BRMU04,Mumbai,3555.58,SUCCESS,2024-04-04
TXN233097,BRMU04,Mumbai,3097.06,FAILED,2024-04-04
TXN681143,BRMU04,Mumbai,2746.36,FAILED,2024-04-04
TXN289093,BRMU04,Mumbai,514.65,FAILED,2024-04-04
TXN777066,BRMU04,Mumbai,2167.93,SUCCESS,2024-04-04
TXN618010,BRMU04,Mumbai,2210.25,SUCCESS,2024-04-04
TXN233624,BRMU04,Mumbai,3923.22,FAILED,2024-04-04
TXN274599,BRMU04,Mumbai,3897.38,FAILED,2024-04-04
TXN770099,BRMU04,Mumbai,4277.35,SUCCESS,2024-04-04
TXN933127,BRMU04,Mumbai,2088.77,SUCCESS,2024-04-04
TXN208195,BRMU04,Mumbai,434.61,FAILED,2024-04-04
TXN767458,BRMU04,Mumbai,318.3,SUCCESS,2024-04-04
TXN210505,BRMU04,Mumbai,2817.14,SUCCESS,2024-04-04
TXN190756,BRMU04,Mumbai,2790.03,FAILED,2024-04-04
TXN646277,BRMU04,Mumbai,1344.7,SUCCESS,2024-04-04
TXN292497,BRMU04,Mumbai,4459.98,FAILED,2024-04-04
