txn_id,branch_id,city,amount,status,date
TXN436121,BRDE03,Delhi,2640.93,SUCCESS,2024-04-01
TXN136848,BRDE03,Delhi,3243.1,FAILED,2024-04-01
TXN524002,BRDE03,Delhi,4317.8,FAILED,2024-04-01
TXN520038,BRDE03,Delhi,436.88,SUCCESS,2024-04-01
TXN690656,BRDE03,Delhi,714.73,FAILED,2024-04-01
TXN229314,BRDE03,Delhi,1684.88,FAILED,2024-04-01
TXN302593,BRDE03,Delhi,2009.9,SUCCESS,2024-04-01
TXN100352,BRDE03,Delhi,1377.06,FAILED,2024-04-01
TXN777895,BRDE03,Delhi,307.71,FAILED,2024-04-01
TXN314131,BRDE03,Delhi,4716.96,SUCCESS,2024-04-01
TXN272925,BRDE03,Delhi,3968.73,SUCCESS,2024-04-01
TXN171173,BRDE03,Delhi,3077.67,SUCCESS,2024-04-01
TXN313381,BRDE03,Delhi,498.24,SUCCESS,2024-04-01
TXN492479,BRDE03,Delhi,4311.05,FAILED,2024-04-01
TXN231635,BRDE03,Delhi,1931.71,FAILED,2024-04-01
TXN164205,BRDE03,Delhi,1978.58,FAILED,2024-04-01
TXN503218,BRDE03,Delhi,763.28,FAILED,2024-04-01
TXN535921,BRDE03,Delhi,1021.98,SUCCESS,2024-04-01
TXN193122,BRDE03,Delhi,2477.33,SUCCESS,2024-04-01
TXN587450,BRDE03,Delhi,720.04,SUCCESS,2024-04-01
TXN897272,BRDE03,Delhi,571.5,SUCCESS,2024-04-02
TXN485647,BRDE03,Delhi,4495.14,SUCCESS,2024-04-02
TXN599145,BRDE03,Delhi,3954.39,FAILED,2024-04-02
TXN373630,BRDE03,Delhi,4758.21,SUCCESS,2024-04-02
TXN660311,BRDE03,Delhi,781.62,SUCCESS,2024-04-02
TXN306541,BRDE03,Delhi,3554.08,SUCCESS,2024-04-02
TXN482187,BRDE03,Delhi,3243.03,FAILED,2024-04-02
TXN697269,BRDE03,Delhi,1234.89,FAILED,2024-04-02
TXN930100,BRDE03,Delhi,1339.44,SUCCESS,2024-04-02
TXN556201,BRDE03,Delhi,4321.29,SUCCESS,2024-04-02
TXN808447,BRDE03,Delhi,1113.86,FAILED,2024-04-02
TXN721455,BRDE03,Delhi,3590.78,SUCCESS,2024-04-02
TXN711472,BRDE03,Delhi,4252.89,FAILED,2024-04-02
TXN584949,BRDE03,Delhi,1196.98,SUCCESS,2024-04-02
TXN606531,BRDE03,Delhi,794.92,FAILED,2024-04-02
TXN818304,BRDE03,Delhi,4576.33,SUCCESS,2024-04-02
TXN899990,BRDE03,Delhi,2336.77,FAILED,2024-04-02
TXN323284,BRDE03,Delhi,4687.8,SUCCESS,2024-04-02
TXN591551,BRDE03,Delhi,4774.29,SUCCESS,2024-04-02
TXN169621,BRDE03,Delhi,3495.85,FAILED,2024-04-02
TXN694872,BRDE03,Delhi,2941.21,SUCCESS,2024-04-03
TXN365936,BRDE03,Delhi,758.95,FAILED,2024-04-03
TXN406318,BRDE03,Delhi,1336.09,FAILED,2024-04-03
TXN785601,BRDE03,Delhi,3142.96,FAILED,2024-04-03
TXN501422,BRDE03,Delhi,2764.9,SUCCESS,2024-04-03
TXN194675,BRDE03,Delhi,358.65,SUCCESS,2024-04-03
TXN640503,BRDE03,Delhi,570.67,FAILED,2024-04-03
TXN872511,BRDE03,Delhi,4044.2,FAILED,2024-04-03
TXN594643,BRDE03,Delhi,2746.24,FAILED,2024-04-03
TXN874097,BRDE03,Delhi,2601.91,FAILED,2024-04-03
TXN998386,BRDE03,Delhi,720.15,SUCCESS,2024-04-03
TXN996590,BRDE03,Delhi,4367.56,SUCCESS,2024-04-03
TXN794811,BRDE03,Delhi,2933.89,SUCCESS,2024-04-03
TXN290132,BRDE03,Delhi,868.73,FAILED,2024-04-03
TXN570716,BRDE03,Delhi,3512.31,FAILED,2024-04-03
TXN367397,BRDE03,Delhi,4763.33,SUCCESS,2024-04-03
TXN662036,BRDE03,Delhi,1834.58,FAILED,2024-04-03
TXN822737,BRDE03,Delhi,4003.52,FAILED,2024-04-03
TXN840085,BRDE03,Delhi,1690.03,SUCCESS,2024-04-03
TXN958531,BRDE03,Delhi,3244.81,FAILED,2024-04-03
TXN774890,BRDE03,Delhi,3449.67,FAILED,2024-04-04
TXN987247,BRDE03,Delhi,4378.81,FAILED,2024-04-04
TXN810551,BRDE03,Delhi,983.72,FAILED,2024-04-04
TXN695608,BRDE03,Delhi,3670.47,SUCCESS,2024-04-04
TXN492864,BRDE03,Delhi,1348.17,FAILED,2024-04-04
TXN850704,BRDE03,Delhi,3831.81,FAILED,2024-04-04
TXN885595,BRDE03,Delhi,123.16,SUCCESS,2024-04-04
TXN788596,BRDE03,Delhi,3145.65,SUCCESS,2024-04-04
TXN536608,BRDE03,Delhi,907.5,FAILED,2024-04-04
TXN399083,BRDE03,Delhi,233.02,FAILED,2024-04-04
TXN564556,BRDE03,Delhi,1427.58,SUCCESS,2024-04-04
TXN420800,BRDE03,Delhi,4262.12,SUCCESS,2024-04-04
TXN892646,BRDE03,Delhi,2996.92,SUCCESS,2024-04-04
TXN372343,BRDE03,Delhi,1026.92,FAILED,2024-04-04
TXN136618,BRDE03,Delhi,545.35,FAILED,2024-04-04
TXN576525,BRDE03,Delhi,3715.21,SUCCESS,2024-04-04
TXN717271,BRDE03,Delhi,2299.16,FAILED,2024-04-04
TXN845602,BRDE03,Delhi,2383.36,FAILED,2024-04-04
TXN946583,BRDE03,Delhi,1999.08,SUCCESS,2024-04-04
TXN470526,BRDE03,Delhi,2222.26,SUCCESS,2024-04-04
TXN306184,BRDE03,Delhi,2611.74,FAILED,2024-04-05
TXN218636,BRDE03,Delhi,2224.82,FAILED,2024-04-05
TXN983740,BRDE03,Delhi,2464.24,FAILED,2024-04-05
TXN750532,BRDE03,Delhi,4851.35,FAILED,2024-04-05
TXN621939,BRDE03,Delhi,428.32,FAILED,2024-04-05
TXN877401,BRDE03,Delhi,143.5,FAILED,2024-04-05
TXN528719,BRDE03,Delhi,1453.01,FAILED,2024-04-05
TXN949621,BRDE03,Delhi,328.82,SUCCESS,2024-04-05
TXN380811,BRDE03,Delhi,1521.27,FAILED,2024-04-05
TXN515658,BRDE03,Delhi,790.01,FAILED,2024-04-05
TXN165098,BRDE03,Delhi,1743.34,SUCCESS,2024-04-05
TXN745915,BRDE03,Delhi,2592.38,SUCCESS,2024-04-05
TXN901193,BRDE03,Delhi,4074.22,SUCCESS,2024-04-05
TXN269288,BRDE03,Delhi,1100.03,FAILED,2024-04-05
TXN986604,BRDE03,Delhi,2422.19,FAILED,2024-04-05
TXN438801,BRDE03,Delhi,971.66,FAILED,2024-04-05
TXN464326,BRDE03,Delhi,3887.71,FAILED,2024-04-05
TXN110678,BRDE03,Delhi,4753.94,SUCCESS,2024-04-05
TXN505730,BRDE03,Delhi,2039.04,SUCCESS,2024-04-05
TXN113276,BRDE03,Delhi,1442.63,SUCCESS,2024-04-05
TXN530604,BRDE03,Delhi,4077.5,SUCCESS,2024-04-06
TXN108508,BRDE03,Delhi,994.56,SUCCESS,2024-04-06
TXN154173,BRDE03,Delhi,3508.46,SUCCESS,2024-04-06
TXN406515,BRDE03,Delhi,4353.46,FAILED,2024-04-06
TXN682134,BRDE03,Delhi,856.34,SUCCESS,2024-04-06
TXN512624,BRDE03,Delhi,3840.76,SUCCESS,2024-04-06
TXN536797,BRDE03,Delhi,1881.78,FAILED,2024-04-06
TXN160332,BRDE03,Delhi,2690.02,FAILED,2024-04-06
TXN868050,BRDE03,Delhi,2485.59,FAILED,2024-04-06
TXN795926,BRDE03,Delhi,3192.34,FAILED,2024-04-06
TXN507961,BRDE03,Delhi,1490.99,SUCCESS,2024-04-06
TXN103946,BRDE03,Delhi,3640.17,SUCCESS,2024-04-06
TXN809650,BRDE03,Delhi,1165.83,FAILED,2024-04-06
TXN468523,BRDE03,Delhi,3127.8,SUCCESS,2024-04-06
TXN102312,BRDE03,Delhi,2937.57,SUCCESS,2024-04-06
TXN967736,BRDE03,Delhi,1630.77,SUCCESS,2024-04-06
TXN476105,BRDE03,Delhi,259.36,SUCCESS,2024-04-06
TXN601552,BRDE03,Delhi,2034.64,FAILED,2024-04-06
TXN237206,BRDE03,Delhi,1154.67,SUCCESS,2024-04-06
TXN214353,BRDE03,Delhi,2006.84,FAILED,2024-04-06
TXN293926,BRDE03,Delhi,4675.64,FAILED,2024-04-07
TXN199517,BRDE03,Delhi,975.2,SUCCESS,2024-04-07
TXN806303,BRDE03,Delhi,910.46,SUCCESS,2024-04-07
TXN853698,BRDE03,Delhi,3949.49,FAILED,2024-04-07
TXN240696,BRDE03,Delhi,2486.9,SUCCESS,2024-04-07
TXN304086,BRDE03,Delhi,894.11,SUCCESS,2024-04-07
TXN156648,BRDE03,Delhi,3325.57,FAILED,2024-04-07
TXN783202,BRDE03,Delhi,4902.88,SUCCESS,2024-04-07
TXN138667,BRDE03,Delhi,3925.56,SUCCESS,2024-04-07
TXN499256,BRDE03,Delhi,2777.73,SUCCESS,2024-04-07
TXN742298,BRDE03,Delhi,2677.4,FAILED,2024-04-07
TXN974291,BRDE03,Delhi,4573.73,SUCCESS,2024-04-07
TXN825946,BRDE03,Delhi,122.7,SUCCESS,2024-04-07
TXN788294,BRDE03,Delhi,4883.44,SUCCESS,2024-04-07
TXN556569,BRDE03,Delhi,2164.72,FAILED,2024-04-07
TXN536356,BRDE03,Delhi,1488.52,SUCCESS,2024-04-07
TXN232052,BRDE03,Delhi,4625.38,SUCCESS,2024-04-07
TXN538465,BRDE03,Delhi,2739.09,SUCCESS,2024-04-07
TXN267290,BRDE03,Delhi,2218.52,FAILED,2024-04-07
TXN680403,BRDE03,Delhi,4764.51,FAILED,2024-04-07
